WigleWifi-1.6,appRelease=2.104,model=SM-A546B,release=16,device=a54x,display=BP2A.250605.031.A3.A546BXXSIEZB7,board=s5e8835,brand=samsung,star=Sol,body=3,subBody=0
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,RCOIs,MfgrId,Type
76:d7:9a:04:7a:4b,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,40,5200,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:c2,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,11,2462,-82,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:0b:8b:0c:5b:8a,Jetzt ein leckeres Eis Casal,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,6,2437,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:f9:f0,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,136,5680,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:7f:b2:66:91:79,Vodafone-F87D,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,44,5220,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:f9:f2,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,136,5680,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:f9:f1,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,136,5680,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:f9:f3,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,136,5680,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
7a:d7:9a:04:7a:4b,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,40,5200,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
4c:c5:3e:c2:4d:05,Amadeus,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:58:d2,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,128,5640,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
60:e3:27:7c:05:5e,PHOTOPLANET-PC2_Network,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,2,2417,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
cc:ce:1e:3f:73:b1,FRITZ!Box 7490,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
9e:a3:a9:bc:41:e7,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,13,2472,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d0,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,132,5660,-77,48.891408446867,8.701629331916175,329,27,,,WIFI
02:f2:08:bd:fb:86,,[RSN-OWE_TRANSITION-CCMP-128][RSN-OWE-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,120,5600,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
ea:df:70:49:20:16,iwatch2,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,52,5260,-82,48.891408446867,8.701629331916175,329,27,,,WIFI
ea:df:70:49:20:15,iwatch2,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-63,48.891408446867,8.701629331916175,329,27,,,WIFI
e2:55:b8:04:eb:b2,mobileservice,[WPA2-EAP/SHA256-CCMP-128][RSN-EAP/SHA256-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,44,5220,-73,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d4:72,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,8,2447,-64,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d4:73,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,44,5220,-73,48.891408446867,8.701629331916175,329,27,,,WIFI
22:0b:8b:0c:5b:8b,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,40,5200,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
ea:55:b8:04:eb:b2,mobileservice_E,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,44,5220,-73,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d5:db,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,44,5220,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
a2:05:d6:b3:a2:96,WLAN_E&F_Gast,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-82,48.891408446867,8.701629331916175,329,27,,,WIFI
e4:8d:8c:f2:9e:7f,ANATOLIEN-GRILL-HOTSPOT,[ESS],2026-04-08 14:08:49,1,2412,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
78:18:ec:ad:3f:08,Demo,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
74:da:88:1a:b8:0f,MagentaWLAN-8BF3_EXT,[WPA-PSK-TKIP+CCMP-128][WPA2-PSK-TKIP+CCMP-128][RSN-PSK-TKIP+CCMP-128][ESS],2026-04-08 14:08:49,1,2412,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
78:18:ec:ad:3f:09,eMedia,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
4e:05:3e:c2:4d:06,Modehaus-Jung,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
9c:05:d6:b3:a2:96,WLAN_E&F,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-84,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d8:e9:70,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,116,5580,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
9e:a3:a9:bc:cb:62,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,13,2472,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d8:e9:73,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,116,5580,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d8:e9:72,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,116,5580,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:0b:8b:0c:5b:8b,Jetzt ein leckeres Eis Casal,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,40,5200,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:ed:6f:98:5b:d4,FRITZ!Box 6591 Cable QW,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,36,5180,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
de:07:b6:0b:41:c3,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
46:db:e3:a6:35:63,Sss,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,6,2437,-72,48.891408446867,8.701629331916175,329,27,,,WIFI
50:e6:36:88:17:b2,FRITZ!Box 6591 Cable FY,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
ea:55:a8:04:eb:b2,mobileservice_E,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,1,2412,-72,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:2d:c1,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,1,2412,-82,48.891408446867,8.701629331916175,329,27,,,WIFI
d4:3f:cb:91:5a:90,Vodafone-F7E9,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,9,2452,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
ac:22:05:dc:86:e9,UPCE384547,[WPA-PSK-None+None][WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][ESS][WPS],2026-04-08 14:08:49,6,2437,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
68:d7:9a:04:7a:4b,TUC-PF,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,40,5200,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
da:55:b8:04:eb:b2,,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-73,48.891408446867,8.701629331916175,329,27,,,WIFI
e6:55:b8:04:eb:b2,Demo-WLAN,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-73,48.891408446867,8.701629331916175,329,27,,,WIFI
9e:a3:a9:bc:40:06,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,13,2472,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
d4:3f:cb:92:ac:0d,Vodafone-DA46,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
6e:d7:9a:04:7a:4b,TUC-PF-GAST,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,40,5200,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:2d:d0,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,104,5520,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
d8:07:b6:0b:41:c3,PraBey,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,36,5180,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
72:d7:9a:04:7a:4b,TUI,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,40,5200,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:2d:d1,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,104,5520,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
e4:55:a8:04:eb:b2,Demo-WLAN,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,1,2412,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
e2:55:a8:04:eb:b2,mobileservice,[WPA2-EAP/SHA256-CCMP-128][RSN-EAP/SHA256-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,1,2412,-72,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d1,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,132,5660,-78,48.891408446867,8.701629331916175,329,27,,,WIFI
5c:62:8b:4f:b6:42,WOUTEX_WLAN_B642,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d2,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,132,5660,-77,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:42:8a:d2,TUI_LTUR_Schaufenster,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,52,5260,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d3,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,132,5660,-78,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:42:8a:d1,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,52,5260,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
5c:62:8b:4f:b6:41,WOUTEX_WLAN_B642_5G,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,36,5180,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:42:8a:d0,CompanyLTMA,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,52,5260,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
e8:df:70:49:20:15,philips2,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-67,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:2d:d2,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,104,5520,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:2d:d3,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,104,5520,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
3c:a6:2f:58:86:d2,FRITZ!Box 6591 Cable PH,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,36,5180,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
3c:a6:2f:58:86:d3,FRITZ!Box 6591 Cable PH,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-70,48.891408446867,8.701629331916175,329,27,,,WIFI
08:3a:2f:4b:de:3c,NVR083a2f4bde3c,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,13,2472,-70,48.891408446867,8.701629331916175,329,27,,,WIFI
a6:05:d6:b3:a2:96,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-84,48.891408446867,8.701629331916175,329,27,,,WIFI
8c:19:b5:2a:eb:af,MagentaWLAN-Service1,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],2026-04-08 14:08:49,44,5220,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
e8:df:70:49:20:16,philips2,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,52,5260,-82,48.891408446867,8.701629331916175,329,27,,,WIFI
26:0b:8b:0c:5b:8b,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,40,5200,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
40:2b:50:f9:b1:d6,W-langsam,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,9,2452,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
da:55:a8:04:eb:b2,,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS],2026-04-08 14:08:49,1,2412,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
aa:05:d6:b3:a2:96,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,36,5180,-84,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:72:74:8a:26:63,FRITZ!Box 6660 Cable EW,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
3e:a6:2f:d4:07:25,FRITZ!Box Gast,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,112,5560,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
8c:19:b5:2a:eb:b2,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
66:a4:b7:d6:d5:db,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
66:a4:b7:d6:d4:73,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-72,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:c5:74:2b:df:60,Noubis-Home-Box,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,11,2462,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
66:a4:b7:d6:d4:72,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,8,2447,-66,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:7f:b2:67:07:b3,Vodafone-3513,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,56,5280,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
78:18:ec:ad:3f:0a,Magenta,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:81:b3,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,100,5500,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
5c:49:79:a8:e1:96,philips2,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:81:b0,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,100,5500,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
2a:0b:8b:0c:5b:8b,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,40,5200,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:72:74:8a:26:64,FRITZ!Box 6660 Cable EW,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,36,5180,-78,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:81:b2,PF-WLAN,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,100,5500,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
74:90:bc:27:02:8e,WLAN-4CYJAV,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
74:90:bc:27:02:8f,WLAN-4CYJAV,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,100,5500,-75,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:d1:e0:18:df:ef,PF-NET,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],2026-04-08 14:08:49,60,5300,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:d1:e0:18:df:ec,PF-NET-GAST,[ESS],2026-04-08 14:08:49,60,5300,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4e:fc:9e:a4:5b,Vodafone-30FA,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,112,5560,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:d1:e0:18:df:ed,PF-EVENT,[WPA2-PSK+FT/PSK-CCMP-128][RSN-PSK+FT/PSK-CCMP-128][ESS],2026-04-08 14:08:49,60,5300,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
9e:a3:a9:bd:95:67,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,13,2472,-63,48.891408446867,8.701629331916175,329,27,,,WIFI
26:24:dd:b2:6a:7a,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,120,5600,-78,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:72:74:3d:8a:31,FRITZ!Box 7590 LD,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,1,2412,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d4:73,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,44,5220,-64,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d5:da,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,8,2447,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
60:a4:b7:d6:d5:db,Goldstern,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,44,5220,-79,48.891408446867,8.701629331916175,329,27,,,WIFI
22:0b:8b:0c:5b:8a,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,6,2437,-74,48.891408446867,8.701629331916175,329,27,,,WIFI
c4:eb:43:73:15:02,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,100,5500,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
e4:8d:8c:f2:9e:7f,ANATOLIEN-GRILL-HOTSPOT,[ESS],2026-04-08 14:08:49,1,2412,-69,48.891408446867,8.701629331916175,329,27,,,WIFI
74:90:bc:27:02:92,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,100,5500,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
d4:1a:d1:15:fd:ae,,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
82:ea:0b:e3:5b:f8,SMART-6352,[WPA2-PSK-CCMP-128][RSN-PSK+PSK-SHA256+SAE-CCMP-128][ESS][MFPC],2026-04-08 14:08:49,48,5240,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
d8:b3:70:a2:c7:f7,Rialto_Unifi,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,149,5745,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
5c:e9:31:ef:7c:d6,FRITZ!Box 6660 Cable EW_EXT,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,1,2412,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:d1:e0:1a:0f:4d,PF-EVENT,[WPA2-PSK+FT/PSK-CCMP-128][RSN-PSK+FT/PSK-CCMP-128][ESS],2026-04-08 14:08:49,100,5500,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
2e:6f:c9:47:b9:bd,DIRECT-bd-HP M452 LaserJet,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
9c:05:d6:b3:a2:95,WLAN_E&F,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,11,2462,-76,48.891408446867,8.701629331916175,329,27,,,WIFI
d4:24:dd:b2:6a:7a,FRITZ!Box 7590 LL,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,120,5600,-80,48.891408446867,8.701629331916175,329,27,,,WIFI
04:b4:fe:7c:16:25,FRITZ!Box 6690 CG,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-66,48.891408446867,8.701629331916175,329,27,,,WIFI
a2:05:d6:b3:a0:42,WLAN_E&F_Gast,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,44,5220,-86,48.891408446867,8.701629331916175,329,27,,,WIFI
04:b4:fe:7c:16:24,FRITZ!Box 6690 CG,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,40,5200,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
1c:d1:e0:1a:0f:4c,PF-NET-GAST,[ESS],2026-04-08 14:08:49,100,5500,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
0c:72:74:56:46:f8,FRITZ!Box 6690 CG,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2026-04-08 14:08:49,6,2437,-84,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d1,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,132,5660,-67,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d2,WiFi4EU,[RSN-OWE_TRANSITION-CCMP-128][ESS],2026-04-08 14:08:49,132,5660,-67,48.891408446867,8.701629331916175,329,27,,,WIFI
48:4a:e9:d9:c4:d3,,[RSN-OWE-CCMP-128][RSN-OWE_TRANSITION-CCMP-128][ESS][MFPR][MFPC],2026-04-08 14:08:49,132,5660,-67,48.891408446867,8.701629331916175,329,27,,,WIFI
de:b3:70:a2:c7:f7,Rialto_Unifi_Guest,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2026-04-08 14:08:49,149,5745,-90,48.891408446867,8.701629331916175,329,27,,,WIFI
